site_id,region,site_size,num_doctors,num_nurses,avg_patient_age,avg_patient_income,trial_success_rate,patient_enrollment_rate,previous_experience,site_rating,accessibility_score,site_type,bed_count,years_operational,training_quality,site_location,site_capacity
851,East,Small,11,38.0,59,56395.0,0.5165989302039625,0.6463647297196743,Low,Excellent,2,Teaching,265,25,Excellent,Rural,Low
852,Central,Medium,26,52.0,35,89346.0,0.6288270140782919,0.7914204298275934,Low,Good,9,Community,156,21,Average,Suburban,High
853,West,Medium,37,34.0,45,42537.0,0.7238978645334699,0.7911866600457977,Low,Average,4,Research,217,27,Average,Urban,Low
854,South,Large,21,45.0,35,59226.0,0.8431739655989315,0.6313155929836355,Low,Excellent,1,Community,183,24,Good,Suburban,Low
855,West,Medium,28,35.0,54,55216.0,0.7667709789834722,0.7462944299274197,Medium,Poor,4,Community,69,19,Good,Rural,Low
856,West,Medium,38,47.0,59,58613.0,0.6741585293599006,0.8986496794985206,Low,Poor,3,Teaching,188,7,Poor,Rural,Medium
857,East,Large,32,10.0,46,43009.0,0.8812480457576551,0.8996537676981311,High,Poor,6,Community,145,18,Average,Urban,High
858,West,Medium,47,29.0,62,64368.0,0.7876980802303328,0.6347331827218883,Medium,Good,7,Research,173,8,Excellent,Rural,Low
859,North,Large,45,37.0,55,69327.0,0.87206608114502,0.6317523089617407,Low,Good,8,Research,204,14,Poor,Rural,Low
860,East,Large,43,25.0,38,54209.0,0.7110351893088662,0.6919434169506773,Medium,Average,2,Research,70,7,Poor,Rural,High
861,North,Medium,26,56.0,48,88443.0,0.6035617099172559,0.9061681218938977,High,Poor,6,Teaching,285,28,Poor,Urban,Medium
862,South,Medium,21,26.0,56,55029.0,0.5211306745458888,0.6451159047757246,Low,Average,6,Teaching,289,21,Poor,Rural,Medium
863,East,Small,38,49.0,60,42077.0,0.7904339405935402,0.8519988809196062,High,Average,10,Community,163,28,Excellent,Suburban,Low
864,South,Large,10,37.0,56,53907.0,0.5485211992022136,0.6354079668645861,Low,Poor,5,Community,62,27,Poor,Urban,Medium
865,East,Small,10,21.0,39,76635.0,0.6211100513087868,0.8180982488117389,High,Average,10,Community,135,4,Average,Suburban,High
866,Central,Medium,38,36.0,67,88920.0,0.712988363153559,0.7246235546917007,Low,Excellent,10,Teaching,84,17,Good,Suburban,Medium
867,West,Small,5,51.0,59,44873.0,0.7257666351118991,0.8761198870380534,Medium,Good,7,Teaching,96,5,Excellent,Urban,High
868,Central,Large,14,56.0,27,48635.0,0.7402332787948545,0.6817916570888772,Low,Average,3,Community,263,12,Average,Suburban,Low
869,South,Small,25,39.0,40,73065.0,0.5665021321398802,0.8237206402864858,Medium,Poor,4,Teaching,205,9,Average,Urban,High
870,West,Large,9,50.0,29,85863.0,0.6518949619286595,0.6824888871015597,Low,Good,10,Teaching,198,26,Average,Suburban,Low
871,East,Medium,6,43.0,45,81804.0,0.7468776908467867,0.8497810990892538,Low,Good,9,Research,287,20,Good,Urban,High
872,West,Medium,26,46.0,34,73783.0,0.8879275458535139,0.9057873120962621,High,Average,4,Research,195,13,Good,Rural,High
873,North,Large,6,15.0,43,74152.0,0.7910524550798754,0.6443806296943659,High,Excellent,3,Community,208,25,Good,Rural,Medium
874,West,Medium,14,16.0,49,81513.0,0.8690415028375831,0.9033084910084261,High,Average,2,Community,237,28,Average,Suburban,High
875,North,Medium,38,41.0,28,69092.0,0.8048848233256709,0.8077513390450042,Low,Excellent,5,Research,174,18,Good,Rural,Low
876,West,Medium,20,41.0,53,57653.0,0.7366867875569602,0.6444886718034584,Low,Good,4,Teaching,159,20,Poor,Urban,High
877,North,Medium,43,34.0,43,72463.0,0.5768093476545378,0.7496396493758992,Low,Average,8,Community,86,9,Good,Suburban,Low
878,South,Large,26,42.0,67,74028.0,0.7666742607570052,0.6563011027197843,Medium,Poor,7,Community,70,4,Excellent,Rural,Low
879,Central,Small,16,16.0,26,80469.0,0.7493518263839628,0.8451217611032993,Medium,Average,6,Community,63,21,Average,Rural,High
880,East,Small,28,21.0,34,60947.0,0.7409876681829066,0.8656038470462823,Low,Excellent,2,Teaching,266,27,Average,Suburban,Medium
881,West,Medium,44,25.0,67,69978.0,0.6959143471952963,0.6370287820954796,High,Excellent,3,Research,140,8,Poor,Rural,High
882,Central,Small,42,25.0,49,62056.0,0.7114626415957103,0.7771489484431255,High,Average,10,Community,281,1,Good,Rural,High
883,East,Small,14,52.0,44,69007.0,0.6337770108472416,0.885118769609071,High,Excellent,9,Research,109,17,Good,Suburban,Medium
884,East,Medium,39,45.0,43,83169.0,0.7077250770569212,0.9276570645428488,Low,Good,9,Research,173,25,Excellent,Rural,Low
885,North,Medium,36,22.0,47,88287.0,0.5790223622713913,0.7797312533596195,High,Average,5,Teaching,72,9,Poor,Rural,High
886,South,Small,11,16.0,48,84632.0,0.8220697589441508,0.9325977282639923,Low,Excellent,3,Teaching,272,20,Excellent,Rural,Medium
887,South,Large,25,,35,,0.5743107818794831,0.7874911396596104,Medium,Average,2,Teaching,160,13,Excellent,Rural,Medium
888,Central,Medium,24,56.0,58,45543.0,0.5339865159557866,0.7379666731099678,High,Average,8,Teaching,173,2,Average,Suburban,Low
889,South,Large,30,18.0,52,61067.0,0.674498410542863,0.8968710949935134,Medium,Poor,6,Teaching,206,13,Average,Urban,Medium
890,West,Small,8,41.0,29,85256.0,0.7633229758024247,0.7725439486603312,High,Average,10,Teaching,224,9,Good,Urban,Low
891,South,Medium,26,20.0,29,65097.0,0.6750867299734166,0.765165878697583,Low,Poor,7,Community,79,20,Good,Rural,High
892,Central,Large,19,17.0,45,82847.0,0.6107016527805235,0.7716093712934399,Low,Excellent,1,Research,164,6,Excellent,Rural,Medium
893,South,Medium,44,42.0,36,83512.0,0.7232684735561763,0.8963747506544109,Low,Poor,1,Teaching,139,28,Good,Urban,High
894,West,Small,25,32.0,28,43809.0,0.6388009341648799,0.8911795395908182,Low,Poor,10,Community,261,1,Excellent,Rural,Medium
895,North,Large,19,34.0,66,62191.0,0.8731470760506532,0.7412319973540739,High,Poor,2,Research,87,28,Good,Urban,Medium
896,Central,Small,26,17.0,44,61267.0,0.8690580558414289,0.7166549509546837,Medium,Good,10,Teaching,132,25,Good,Suburban,High
897,North,Small,32,54.0,62,47206.0,0.7009487279888382,0.7721748084136952,Low,Poor,3,Teaching,76,5,Average,Suburban,Medium
898,North,Medium,18,31.0,49,61057.0,0.6311535976073034,0.8004703784079881,High,Average,1,Community,266,3,Average,Suburban,High
899,North,Large,31,13.0,38,68992.0,0.7948529655826557,0.6834180237197989,Medium,Poor,5,Research,153,4,Average,Suburban,High
900,East,Small,45,49.0,35,86514.0,0.5146851773932266,0.8778842796504567,Low,Average,3,Teaching,279,1,Average,Suburban,Low
901,East,Small,44,12.0,56,55995.0,0.6899076024174605,0.7702689680063479,Medium,Poor,1,Research,165,14,Poor,Suburban,High
902,North,Large,32,38.0,35,88803.0,0.6345293577081335,0.7169159419469858,Low,Good,8,Community,264,9,Average,Urban,Low
903,Central,Small,30,50.0,42,84439.0,0.8682143540410219,0.6373873475373967,Medium,Excellent,6,Teaching,270,24,Poor,Rural,High
904,West,Small,6,38.0,51,53210.0,0.504801210909073,0.6835958061412624,Medium,Poor,9,Research,64,4,Average,Urban,Medium
905,West,Large,29,43.0,42,57793.0,0.7211259502873396,0.9322484101145943,Low,Poor,3,Community,236,18,Good,Suburban,High
906,South,Large,7,43.0,47,66270.0,0.7962654324266505,0.7067848903868343,High,Good,9,Community,52,14,Excellent,Rural,Medium
907,Central,Large,12,37.0,35,45197.0,0.6940071950096165,0.6591007512784623,Medium,Poor,9,Teaching,59,25,Good,Rural,Low
908,East,Large,48,22.0,45,88321.0,0.5341612120650887,0.7612354770792475,Low,Average,1,Research,256,4,Good,Suburban,Medium
909,North,Medium,37,24.0,68,47452.0,0.8889845560111609,0.707480710176087,Medium,Poor,3,Teaching,169,25,Poor,Suburban,High
910,South,Large,46,32.0,29,81486.0,0.7072041725504392,0.6123057375949179,Medium,Poor,6,Teaching,257,10,Average,Suburban,Medium
911,West,Medium,39,53.0,47,54859.0,0.7456744977276045,0.713100826047796,High,Excellent,8,Research,194,3,Excellent,Suburban,Low
912,East,Medium,10,35.0,65,67236.0,0.5946439130830029,0.790438018378814,Medium,Excellent,4,Research,177,23,Excellent,Suburban,Medium
913,East,Medium,43,13.0,49,71899.0,0.6933992340427215,0.7930993302069884,Medium,Poor,5,Research,260,7,Average,Suburban,Medium
914,North,Small,27,35.0,65,72083.0,0.6716597967833288,0.724795622411911,Low,Good,9,Community,60,10,Poor,Rural,High
915,West,Medium,29,49.0,34,42172.0,0.5299583368007935,0.7565559646884101,Low,Excellent,6,Community,225,13,Poor,Suburban,High
916,Central,Medium,47,18.0,46,85926.0,0.5424641414189869,0.9379312713821681,High,Poor,7,Research,182,4,Poor,Suburban,Medium
917,East,Small,23,14.0,43,56663.0,0.8349890078475098,0.7320719670306091,Medium,Excellent,7,Community,118,18,Excellent,Rural,Low
918,North,Small,9,41.0,25,67540.0,0.5959279808826361,0.690379384640994,Medium,Poor,4,Teaching,113,11,Poor,Urban,Medium
919,Central,Small,15,29.0,31,59053.0,0.5779833085994522,0.685213465423366,Medium,Excellent,4,Research,299,25,Poor,Suburban,Low
920,West,Large,16,59.0,28,51085.0,0.7019645805000557,0.760217614446447,High,Excellent,4,Teaching,63,4,Excellent,Rural,Low
921,East,Small,14,20.0,25,70564.0,0.8074988525450052,0.8658320520509304,Medium,Average,5,Research,99,24,Excellent,Rural,Low
922,Central,Small,12,24.0,39,64209.0,0.5247786074315952,0.6720958644659656,Low,Poor,5,Teaching,203,14,Good,Urban,Medium
923,Central,Medium,28,41.0,64,43981.0,0.7307231678553023,0.8482536444992688,High,Poor,8,Research,121,18,Excellent,Suburban,Low
924,Central,Small,32,37.0,36,61153.0,0.5476841771362293,0.6074024381722957,Low,Poor,9,Teaching,118,8,Average,Suburban,Medium
925,East,Large,45,31.0,46,45247.0,0.5145844203302474,0.7466265422943811,Low,Poor,2,Research,184,27,Excellent,Suburban,Low
926,East,Small,40,50.0,46,50553.0,0.521097580864887,0.8715527728209753,High,Excellent,7,Research,176,10,Excellent,Rural,Low
927,South,Large,41,26.0,41,60811.0,0.8336656432833766,0.718556534521051,Low,Average,1,Community,65,5,Poor,Suburban,Medium
928,West,Small,25,35.0,53,69845.0,0.5471889934512246,0.7973079855058898,Medium,Average,1,Teaching,232,23,Good,Suburban,High
929,North,Small,12,53.0,38,46135.0,0.5180605457649168,0.6717427314890687,High,Good,4,Community,127,7,Poor,Suburban,High
930,Central,Small,13,16.0,44,45573.0,0.675159954857165,0.8596983868941603,Low,Poor,10,Teaching,150,12,Good,Suburban,Medium
931,South,Small,19,51.0,57,53731.0,0.83759738877681,0.6182976861440659,Medium,Good,7,Community,105,25,Poor,Urban,Medium
932,North,Large,44,,67,,0.6049633505957208,0.8983899257064251,Medium,Excellent,2,Research,154,3,Average,Urban,High
933,South,Large,22,34.0,39,54541.0,0.6686850470103666,0.6693687352475838,Low,Good,2,Community,181,26,Poor,Urban,High
934,East,Medium,46,19.0,36,83646.0,0.5159690130255005,0.9060393110979157,Medium,Poor,1,Community,277,4,Poor,Suburban,High
935,Central,Large,24,54.0,64,51087.0,0.6796314056539503,0.723385234455181,High,Average,10,Research,97,10,Average,Suburban,Medium
936,North,Small,10,28.0,44,86435.0,0.7310452322548535,0.8529392510660703,Low,Average,2,Community,297,4,Average,Rural,Low
937,North,Medium,16,,54,,0.728362821500858,0.711728854225166,Medium,Poor,7,Research,66,15,Excellent,Rural,Medium
938,North,Medium,6,22.0,62,82079.0,0.6329706768697461,0.9170690849321266,Medium,Excellent,9,Teaching,160,29,Poor,Rural,High
939,North,Medium,11,17.0,27,67564.0,0.6262132722652543,0.644322993931431,Low,Poor,6,Community,213,10,Average,Suburban,Low
940,North,Small,20,49.0,52,68835.0,0.5426494475746392,0.6624819262454095,Low,Excellent,10,Research,119,21,Average,Urban,Medium
941,South,Large,7,13.0,50,47697.0,0.6467193282585073,0.7725605438055807,Low,Average,2,Research,129,22,Excellent,Urban,High
942,Central,Small,49,,54,,0.5397978675491859,0.6286784536633511,Low,Excellent,10,Community,142,16,Good,Urban,Medium
943,East,Medium,7,40.0,37,48386.0,0.8066383778848207,0.6685930646456166,High,Poor,10,Teaching,277,15,Average,Suburban,Low
944,East,Small,31,37.0,37,57046.0,0.8865097190992743,0.930318233774205,Low,Poor,9,Community,87,19,Average,Urban,High
945,East,Small,47,20.0,26,48044.0,0.8880297826666828,0.9417713814017605,High,Poor,7,Research,150,29,Poor,Rural,Medium
946,East,Large,44,52.0,61,49615.0,0.8460284397501576,0.7316907652656477,High,Excellent,1,Teaching,289,20,Excellent,Rural,Low
947,South,Large,42,10.0,62,87802.0,0.7403168597358476,0.9231501073548775,Low,Excellent,9,Community,111,19,Poor,Urban,Low
948,West,Medium,37,58.0,26,45060.0,0.7803462788975519,0.7906886364857011,High,Excellent,2,Research,170,18,Good,Rural,Medium
949,Central,Small,32,56.0,60,50900.0,0.6140823210721656,0.6944098630558184,Low,Average,4,Community,97,26,Excellent,Urban,Low
950,North,Small,5,47.0,50,45581.0,0.7523081680690482,0.8458395523782095,Low,Good,9,Teaching,59,12,Poor,Urban,High
951,West,Large,12,33.0,35,74782.0,0.682259819775951,0.8306156323012,Medium,Good,4,Teaching,282,25,Average,Rural,Low
952,East,Small,41,56.0,32,60173.0,0.692806935910773,0.9461938616880566,Low,Poor,3,Teaching,85,16,Average,Rural,Medium
953,West,Small,36,40.0,68,52997.0,0.8031106241500632,0.6927665505932491,Medium,Average,1,Teaching,206,1,Excellent,Rural,High
954,Central,Small,47,,64,,0.6127673422389006,0.8352208259316074,High,Excellent,7,Teaching,255,16,Average,Rural,Low
955,North,Large,41,55.0,67,86416.0,0.627215844677808,0.6182083142603064,Medium,Poor,6,Community,53,2,Poor,Urban,Low
956,North,Medium,8,59.0,46,47148.0,0.8698567164514547,0.6397761135438518,High,Average,10,Teaching,93,24,Excellent,Rural,High
957,Central,Medium,34,35.0,44,58748.0,0.5224897179403889,0.6013714312328826,Low,Poor,4,Teaching,105,15,Average,Rural,High
958,Central,Small,10,58.0,32,54022.0,0.6942537193653362,0.9498112383708855,High,Average,6,Research,91,7,Average,Suburban,Low
959,East,Medium,23,59.0,53,60013.0,0.8651203201631448,0.8807957940016171,High,Average,6,Teaching,277,28,Good,Rural,High
960,North,Large,36,14.0,64,78687.0,0.7441452031272628,0.8753530551567392,Low,Good,4,Research,163,1,Good,Rural,Medium
961,West,Large,13,29.0,50,55886.0,0.7185628296848529,0.7784041263508629,High,Poor,6,Research,286,5,Excellent,Urban,Low
962,South,Medium,16,50.0,54,65256.0,0.5998976716917421,0.705023479016904,Low,Excellent,10,Research,190,10,Good,Urban,Medium
963,South,Medium,15,20.0,41,70005.0,0.6373101956257793,0.6529424995619365,Medium,Good,8,Community,223,22,Poor,Suburban,Low
964,Central,Small,20,42.0,44,46638.0,0.8408193663218773,0.6996361585962623,Low,Good,3,Community,259,21,Average,Rural,Medium
965,East,Medium,5,59.0,40,77419.0,0.7236872527073832,0.7315899276751987,Low,Excellent,4,Research,210,4,Average,Rural,Medium
966,South,Small,49,47.0,67,73377.0,0.7058968775027119,0.8647085339431029,High,Average,10,Community,70,14,Average,Rural,High
967,North,Small,25,36.0,31,80708.0,0.5398318854160116,0.7888816261161034,Medium,Excellent,1,Teaching,257,13,Excellent,Rural,Low
968,Central,Large,34,43.0,40,83116.0,0.5064112625820493,0.627119269294419,Low,Poor,4,Community,128,1,Excellent,Rural,High
969,West,Large,17,24.0,69,76634.0,0.8854740754748196,0.6063101531356193,Medium,Excellent,10,Teaching,295,16,Good,Rural,High
970,Central,Large,38,41.0,51,56755.0,0.6507944669147366,0.635816262836922,Medium,Average,10,Teaching,234,23,Average,Suburban,Low
971,West,Large,8,30.0,47,63382.0,0.7412852248398017,0.7436745497940828,High,Excellent,9,Community,118,9,Average,Rural,Medium
972,Central,Medium,32,55.0,48,89767.0,0.531886029274914,0.9266175209671563,Low,Average,8,Community,119,22,Average,Rural,Low
973,Central,Large,42,14.0,33,62394.0,0.7732457142892186,0.8230908684232275,High,Average,4,Research,279,16,Average,Rural,Low
974,Central,Medium,35,15.0,59,42253.0,0.8730266834823843,0.8806390649564302,Low,Poor,7,Community,116,19,Average,Suburban,Low
975,West,Large,31,47.0,44,77710.0,0.7302661011989678,0.7632311080765919,Medium,Excellent,10,Community,97,15,Poor,Rural,High
976,West,Medium,9,31.0,61,85098.0,0.5504461289501642,0.726583129118265,Low,Excellent,3,Community,253,26,Average,Suburban,Low
977,Central,Small,29,27.0,66,40864.0,0.7326886109893906,0.6379401304508179,Low,Poor,9,Teaching,277,14,Poor,Urban,Low
978,South,Medium,7,23.0,41,74036.0,0.8065388852418609,0.9065765577651717,Medium,Average,10,Teaching,210,20,Average,Rural,Low
979,East,Medium,37,19.0,55,80222.0,0.6625666146296074,0.874106010159766,Medium,Excellent,4,Teaching,85,10,Excellent,Suburban,Medium
980,East,Large,8,55.0,32,53666.0,0.8519350991765872,0.6588413341592038,Low,Poor,2,Research,210,21,Excellent,Urban,Medium
981,East,Medium,29,22.0,39,60955.0,0.7594731813429458,0.7792911973566912,High,Average,10,Research,208,12,Poor,Suburban,Medium
982,West,Small,24,40.0,55,85138.0,0.8596995673156811,0.7705811827724357,Low,Poor,5,Research,198,28,Average,Suburban,Medium
983,West,Small,38,39.0,54,77997.0,0.7494021244989348,0.8187820434402849,Medium,Excellent,2,Teaching,76,1,Excellent,Urban,High
984,South,Large,30,12.0,44,56309.0,0.5525151888019297,0.9311654128969413,High,Poor,10,Community,268,21,Excellent,Rural,High
985,East,Small,9,39.0,63,44054.0,0.6238766844420757,0.8029200046168679,Medium,Good,6,Research,121,17,Average,Rural,Low
986,East,Medium,39,15.0,36,40935.0,0.5807179793009828,0.7890760433725165,Medium,Average,10,Research,297,9,Average,Suburban,High
987,Central,Small,32,38.0,41,84940.0,0.863530599086745,0.6176130265271323,High,Good,1,Teaching,150,23,Excellent,Urban,Medium
988,West,Large,33,17.0,66,62778.0,0.8041600269149931,0.6220176166063084,Medium,Good,6,Research,239,19,Average,Rural,Low
989,East,Medium,13,53.0,54,83298.0,0.7705593475640025,0.6655713769643761,Medium,Average,4,Community,145,25,Good,Suburban,Low
990,South,Large,42,54.0,53,88328.0,0.6203865278526487,0.6113647700921119,Medium,Average,3,Teaching,177,18,Average,Urban,Medium
991,South,Medium,10,52.0,43,88924.0,0.5736179088200855,0.8601735134495043,Medium,Poor,2,Teaching,75,28,Excellent,Suburban,Medium
992,East,Small,23,53.0,35,56709.0,0.8025804351955648,0.8531656063978871,Medium,Average,7,Community,115,7,Excellent,Urban,Medium
993,West,Large,48,42.0,58,49726.0,0.6896631783516318,0.647619682051075,Medium,Good,9,Community,189,9,Poor,Rural,High
994,South,Large,15,,31,,0.5903158208602517,0.8926276152783483,Medium,Good,3,Community,71,22,Good,Rural,Low
995,Central,Medium,6,,68,,0.7466487912661101,0.6541751121961392,Medium,Excellent,6,Research,66,26,Excellent,Suburban,Medium
996,South,Large,48,20.0,58,74753.0,0.5161335408553808,0.7054114554490756,Medium,Average,9,Community,56,21,Good,Rural,Low
997,North,Medium,48,22.0,44,54252.0,0.6304681016513014,0.6871419147064777,Low,Good,2,Teaching,156,12,Average,Rural,Low
998,North,Medium,13,59.0,62,61316.0,0.6874227978364539,0.7303074845005667,Low,Excellent,7,Community,117,7,Excellent,Urban,High
999,West,Medium,25,20.0,48,77371.0,0.5591833336437624,0.6891323180614867,Medium,Excellent,5,Teaching,177,14,Poor,Rural,Low
1000,East,Medium,28,40.0,34,59162.0,0.8938617910363358,0.7711328242534582,Low,Poor,5,Teaching,86,15,Excellent,Urban,Medium
